Country,Year,Series,Value
Eastern Asia,2005,GDP in constant 2015 prices (millions of US dollars),10311021.00
Eastern Asia,2010,GDP in constant 2015 prices (millions of US dollars),13827799.00
Eastern Asia,2015,GDP in constant 2015 prices (millions of US dollars),17889125.00
Eastern Asia,2020,GDP in constant 2015 prices (millions of US dollars),21591473.00
Eastern Asia,2021,GDP in constant 2015 prices (millions of US dollars),23055637.00
Eastern Asia,2022,GDP in constant 2015 prices (millions of US dollars),23619905.00
Eastern Asia,1995,GDP real rates of growth (percent),5.50
Eastern Asia,2005,GDP real rates of growth (percent),6.20
Eastern Asia,2010,GDP real rates of growth (percent),8.10
Eastern Asia,2015,GDP real rates of growth (percent),4.90
Eastern Asia,2020,GDP real rates of growth (percent),0.40
Eastern Asia,2021,GDP real rates of growth (percent),6.80
Eastern Asia,2022,GDP real rates of growth (percent),2.40
South-eastern Asia,1995,GDP in current prices (millions of US dollars),706465.00
South-eastern Asia,2005,GDP in current prices (millions of US dollars),962280.00
South-eastern Asia,2010,GDP in current prices (millions of US dollars),2021184.00
South-eastern Asia,2015,GDP in current prices (millions of US dollars),2526717.00
South-eastern Asia,2020,GDP in current prices (millions of US dollars),3092737.00
South-eastern Asia,2021,GDP in current prices (millions of US dollars),3384423.00
South-eastern Asia,2022,GDP in current prices (millions of US dollars),3630588.00
South-eastern Asia,1995,GDP per capita (US dollars),1459.00
South-eastern Asia,2005,GDP per capita (US dollars),1711.00
South-eastern Asia,2010,GDP per capita (US dollars),3370.00
South-eastern Asia,2015,GDP per capita (US dollars),3969.00
South-eastern Asia,2020,GDP per capita (US dollars),4615.00
South-eastern Asia,2021,GDP per capita (US dollars),5008.00
South-eastern Asia,2022,GDP per capita (US dollars),5330.00
South-eastern Asia,1995,GDP in constant 2015 prices (millions of US dollars),1018089.00
South-eastern Asia,2005,GDP in constant 2015 prices (millions of US dollars),1489036.00
South-eastern Asia,2010,GDP in constant 2015 prices (millions of US dollars),1971902.00
South-eastern Asia,2015,GDP in constant 2015 prices (millions of US dollars),2526717.00
South-eastern Asia,2020,GDP in constant 2015 prices (millions of US dollars),2955288.00
South-eastern Asia,2021,GDP in constant 2015 prices (millions of US dollars),3072093.00
South-eastern Asia,2022,GDP in constant 2015 prices (millions of US dollars),3243635.00
South-eastern Asia,1995,GDP real rates of growth (percent),7.80
South-eastern Asia,2005,GDP real rates of growth (percent),5.70
South-eastern Asia,2010,GDP real rates of growth (percent),8.30
South-eastern Asia,2015,GDP real rates of growth (percent),4.80
South-eastern Asia,2020,GDP real rates of growth (percent),-3.70
South-eastern Asia,2021,GDP real rates of growth (percent),4.00
South-eastern Asia,2022,GDP real rates of growth (percent),5.60
Southern Asia,1995,GDP in current prices (millions of US dollars),625199.00
Southern Asia,2005,GDP in current prices (millions of US dollars),1272927.00
Southern Asia,2010,GDP in current prices (millions of US dollars),2595750.00
Southern Asia,2015,GDP in current prices (millions of US dollars),3223451.00
Southern Asia,2020,GDP in current prices (millions of US dollars),3813952.00
Southern Asia,2021,GDP in current prices (millions of US dollars),4440216.00
Southern Asia,2022,GDP in current prices (millions of US dollars),4761901.00
Southern Asia,1995,GDP per capita (US dollars),469.00
Southern Asia,2005,GDP per capita (US dollars),790.00
Southern Asia,2010,GDP per capita (US dollars),1495.00
Southern Asia,2015,GDP per capita (US dollars),1736.00
Southern Asia,2020,GDP per capita (US dollars),1936.00
Southern Asia,2021,GDP per capita (US dollars),2232.00
Southern Asia,2022,GDP per capita (US dollars),2372.00
Southern Asia,1995,GDP in constant 2015 prices (millions of US dollars),1047287.00
Southern Asia,2005,GDP in constant 2015 prices (millions of US dollars),1799942.00
Southern Asia,2010,GDP in constant 2015 prices (millions of US dollars),2462252.00
Southern Asia,2015,GDP in constant 2015 prices (millions of US dollars),3223451.00
Southern Asia,2020,GDP in constant 2015 prices (millions of US dollars),3866781.00
Southern Asia,2021,GDP in constant 2015 prices (millions of US dollars),4169185.00
Southern Asia,2022,GDP in constant 2015 prices (millions of US dollars),4433025.00
Southern Asia,1995,GDP real rates of growth (percent),6.20
Southern Asia,2005,GDP real rates of growth (percent),7.00
Southern Asia,2010,GDP real rates of growth (percent),7.60
Southern Asia,2015,GDP real rates of growth (percent),6.30
Southern Asia,2020,GDP real rates of growth (percent),-3.70
Southern Asia,2021,GDP real rates of growth (percent),7.80
Southern Asia,2022,GDP real rates of growth (percent),6.30
Western Asia,1995,GDP in current prices (millions of US dollars),667401.00
Western Asia,2005,GDP in current prices (millions of US dollars),1522841.00
Western Asia,2010,GDP in current prices (millions of US dollars),2582395.00
Western Asia,2015,GDP in current prices (millions of US dollars),3005632.00
Western Asia,2020,GDP in current prices (millions of US dollars),2978931.00
Western Asia,2021,GDP in current prices (millions of US dollars),3483226.00
Western Asia,2022,GDP in current prices (millions of US dollars),4170551.00
Western Asia,1995,GDP per capita (US dollars),3921.00
Western Asia,2005,GDP per capita (US dollars),7270.00
Western Asia,2010,GDP per capita (US dollars),10837.00
Western Asia,2015,GDP per capita (US dollars),11367.00
Western Asia,2020,GDP per capita (US dollars),10406.00
Western Asia,2021,GDP per capita (US dollars),12037.00
Western Asia,2022,GDP per capita (US dollars),14217.00
Western Asia,1995,GDP in constant 2015 prices (millions of US dollars),1231965.00
Western Asia,2005,GDP in constant 2015 prices (millions of US dollars),1927695.00
Western Asia,2010,GDP in constant 2015 prices (millions of US dollars),2363467.00
Western Asia,2015,GDP in constant 2015 prices (millions of US dollars),3005632.00
Western Asia,2020,GDP in constant 2015 prices (millions of US dollars),3217343.00
Western Asia,2021,GDP in constant 2015 prices (millions of US dollars),3425795.00
Western Asia,2022,GDP in constant 2015 prices (millions of US dollars),3650250.00
Western Asia,1995,GDP real rates of growth (percent),4.20
Western Asia,2005,GDP real rates of growth (percent),6.50
Western Asia,2010,GDP real rates of growth (percent),5.80
Western Asia,2015,GDP real rates of growth (percent),4.10
Western Asia,2020,GDP real rates of growth (percent),-3.10
Western Asia,2021,GDP real rates of growth (percent),6.50
Western Asia,2022,GDP real rates of growth (percent),6.60
Europe,1995,GDP in current prices (millions of US dollars),10644346.00
Europe,2005,GDP in current prices (millions of US dollars),16130948.00
Europe,2010,GDP in current prices (millions of US dollars),19895605.00
Europe,2015,GDP in current prices (millions of US dollars),19179666.00
Europe,2020,GDP in current prices (millions of US dollars),21038432.00
Europe,2021,GDP in current prices (millions of US dollars),24032451.00
Europe,2022,GDP in current prices (millions of US dollars),23858902.00
Europe,1995,GDP per capita (US dollars),14605.00
Europe,2005,GDP per capita (US dollars),22077.00
Europe,2010,GDP per capita (US dollars),26956.00
Europe,2015,GDP per capita (US dollars),25779.00
Europe,2020,GDP per capita (US dollars),28119.00
Europe,2021,GDP per capita (US dollars),32164.00
Europe,2022,GDP per capita (US dollars),32001.00
Europe,1995,GDP in constant 2015 prices (millions of US dollars),13280066.00
Europe,2005,GDP in constant 2015 prices (millions of US dollars),17053074.00
Europe,2010,GDP in constant 2015 prices (millions of US dollars),18046861.00
Europe,2015,GDP in constant 2015 prices (millions of US dollars),19179666.00
Europe,2020,GDP in constant 2015 prices (millions of US dollars),19593744.00
Europe,2021,GDP in constant 2015 prices (millions of US dollars),20826288.00
Europe,2022,GDP in constant 2015 prices (millions of US dollars),21442846.00
Europe,1995,GDP real rates of growth (percent),1.80
Europe,2005,GDP real rates of growth (percent),2.40
Europe,2010,GDP real rates of growth (percent),2.40
Europe,2015,GDP real rates of growth (percent),1.90
Europe,2020,GDP real rates of growth (percent),-5.90
Europe,2021,GDP real rates of growth (percent),6.30
Europe,2022,GDP real rates of growth (percent),3.00
Eastern Europe,1995,GDP in current prices (millions of US dollars),794458.00
Eastern Europe,2005,GDP in current prices (millions of US dollars),1629410.00
Eastern Europe,2010,GDP in current prices (millions of US dollars),2868799.00
Eastern Europe,2015,GDP in current prices (millions of US dollars),2626599.00
Eastern Europe,2020,GDP in current prices (millions of US dollars),3153538.00
Eastern Europe,2021,GDP in current prices (millions of US dollars),3753674.00
Eastern Europe,2022,GDP in current prices (millions of US dollars),4150508.00
Eastern Europe,1995,GDP per capita (US dollars),2563.00
Eastern Europe,2005,GDP per capita (US dollars),5470.00
Eastern Europe,2010,GDP per capita (US dollars),9734.00
Eastern Europe,2015,GDP per capita (US dollars),8928.00
Eastern Europe,2020,GDP per capita (US dollars),10769.00
Eastern Europe,2021,GDP per capita (US dollars),12879.00
Eastern Europe,2022,GDP per capita (US dollars),14331.00
Eastern Europe,1995,GDP in constant 2015 prices (millions of US dollars),1413926.00
Eastern Europe,2005,GDP in constant 2015 prices (millions of US dollars),2027561.00
Eastern Europe,2010,GDP in constant 2015 prices (millions of US dollars),2392822.00
Eastern Europe,2015,GDP in constant 2015 prices (millions of US dollars),2626599.00
Eastern Europe,2020,GDP in constant 2015 prices (millions of US dollars),2853654.00
Eastern Europe,2021,GDP in constant 2015 prices (millions of US dollars),3016368.00
Eastern Europe,2022,GDP in constant 2015 prices (millions of US dollars),3009950.00
Eastern Europe,1995,GDP real rates of growth (percent),-0.80
Eastern Europe,2005,GDP real rates of growth (percent),5.60
Eastern Europe,2010,GDP real rates of growth (percent),3.20
Eastern Europe,2015,GDP real rates of growth (percent),0.20
Eastern Europe,2020,GDP real rates of growth (percent),-3.00
Eastern Europe,2021,GDP real rates of growth (percent),5.70
Eastern Europe,2022,GDP real rates of growth (percent),-0.20
Northern Europe,1995,GDP in current prices (millions of US dollars),2175688.00
Northern Europe,2005,GDP in current prices (millions of US dollars),4000522.00
Northern Europe,2010,GDP in current prices (millions of US dollars),4299610.00
Northern Europe,2015,GDP in current prices (millions of US dollars),4759604.00
Northern Europe,2020,GDP in current prices (millions of US dollars),4812044.00
Northern Europe,2021,GDP in current prices (millions of US dollars),5656400.00
Northern Europe,2022,GDP in current prices (millions of US dollars),5652647.00
Northern Europe,1995,GDP per capita (US dollars),23392.00
Northern Europe,2005,GDP per capita (US dollars),41620.00
Northern Europe,2010,GDP per capita (US dollars),43273.00
Northern Europe,2015,GDP per capita (US dollars),46350.00
Northern Europe,2020,GDP per capita (US dollars),45602.00
Northern Europe,2021,GDP per capita (US dollars),53419.00
Northern Europe,2022,GDP per capita (US dollars),53207.00
Northern Europe,1995,GDP in constant 2015 prices (millions of US dollars),3006230.00
Northern Europe,2005,GDP in constant 2015 prices (millions of US dollars),4154004.00
Northern Europe,2010,GDP in constant 2015 prices (millions of US dollars),4285638.00
Northern Europe,2015,GDP in constant 2015 prices (millions of US dollars),4759604.00
Northern Europe,2020,GDP in constant 2015 prices (millions of US dollars),4865497.00
Northern Europe,2021,GDP in constant 2015 prices (millions of US dollars),5257847.00
Northern Europe,2022,GDP in constant 2015 prices (millions of US dollars),5481446.00
