customer_age,customer_income,home_ownership,loan_intent,loan_grade,loan_amount,loan_int_rate,term_years,cred_hist_length,Current_loan_status
23,16000,MORTGAGE,DEBT CONSOLIDATION,B,2275,13.06,3,4,NO DEFAULT
23,16000,OWN,PERSONAL,A,2000,6.39,3,3,NO DEFAULT
23,148000,RENT,DEBT CONSOLIDATION,D,25000,14.93,10,3,DEFAULT
23,16000,MORTGAGE,MEDICAL,B,5600,12.84,3,4,DEFAULT
24,16020,OWN,VENTURE,D,3625,17.14,4,2,DEFAULT
22,16094,MORTGAGE,VENTURE,A,5500,7.14,2,3,DEFAULT
25,175000,RENT,PERSONAL,A,25000,8.9,10,2,NO DEFAULT
22,16200,OWN,PERSONAL,A,2000,12.42,2,3,NO DEFAULT
24,185000,RENT,HOME IMPROVEMENT,B,25000,12.68,10,2,NO DEFAULT
25,162000,RENT,PERSONAL,B,25000,11.03,10,2,NO DEFAULT
26,161000,RENT,VENTURE,A,30000,7.9,10,4,NO DEFAULT
22,160000,MORTGAGE,MEDICAL,A,35000,10.65,10,4,NO DEFAULT
25,225000,RENT,VENTURE,A,25000,11.86,10,4,NO DEFAULT
25,16400,OWN,PERSONAL,A,5000,8.94,5,4,DEFAULT
23,16500,OWN,VENTURE,A,4375,9.63,3,4,DEFAULT
25,49500,RENT,PERSONAL,B,24750,14.22,10,3,DEFAULT
23,60000,RENT,DEBT CONSOLIDATION,A,24750,9.33,10,3,DEFAULT
24,84200,RENT,MEDICAL,B,24500,13.85,10,4,NO DEFAULT
22,16800,MORTGAGE,EDUCATION,A,2000,10.65,2,2,NO DEFAULT
24,92000,RENT,MEDICAL,A,24500,11.46,10,4,NO DEFAULT
23,160000,MORTGAGE,PERSONAL,A,35000,7.66,10,2,NO DEFAULT
24,160000,MORTGAGE,VENTURE,D,12000,16.77,10,4,NO DEFAULT
25,160000,MORTGAGE,PERSONAL,A,12000,9.63,10,4,NO DEFAULT
26,160000,RENT,PERSONAL,B,25000,12.23,10,4,NO DEFAULT
25,125800,MORTGAGE,MEDICAL,C,10000,14.09,5,4,DEFAULT
25,54000,RENT,PERSONAL,B,24250,13.98,10,4,DEFAULT
23,62500,RENT,EDUCATION,A,24250,10.62,10,4,DEFAULT
24,16800,MORTGAGE,DEBT CONSOLIDATION,A,3900,10.99,4,3,DEFAULT
25,68400,RENT,PERSONAL,D,24250,17.56,10,4,DEFAULT
26,56045,RENT,MEDICAL,C,24250,14.96,10,2,DEFAULT
22,74000,RENT,DEBT CONSOLIDATION,C,24250,15.65,10,2,DEFAULT
24,65453,RENT,MEDICAL,C,24250,15.7,10,2,DEFAULT
24,89908,RENT,VENTURE,A,24250,12.53,10,3,NO DEFAULT
26,78000,RENT,HOME IMPROVEMENT,D,24250,17.56,10,3,DEFAULT
23,100000,RENT,PERSONAL,B,24250,12.87,10,2,NO DEFAULT
23,103000,RENT,PERSONAL,C,24250,15.7,10,2,NO DEFAULT
25,160000,MORTGAGE,EDUCATION,A,9000,10.99,5,3,NO DEFAULT
25,160000,OWN,VENTURE,A,15000,11.14,10,4,NO DEFAULT
24,160000,MORTGAGE,VENTURE,C,20000,16,10,3,NO DEFAULT
23,160000,MORTGAGE,EDUCATION,C,25000,15.65,10,2,NO DEFAULT
26,160000,MORTGAGE,DEBT CONSOLIDATION,B,13750,10.99,10,4,NO DEFAULT
21,160000,MORTGAGE,VENTURE,C,15250,15.31,10,4,NO DEFAULT
25,160000,MORTGAGE,VENTURE,B,20000,13.47,10,2,NO DEFAULT
22,16800,MORTGAGE,HOME IMPROVEMENT,B,4750,13.85,2,2,DEFAULT
25,111996,RENT,PERSONAL,C,24250,10.99,10,3,NO DEFAULT
21,16800,MORTGAGE,VENTURE,A,6000,10.39,1,4,DEFAULT
25,115200,RENT,HOME IMPROVEMENT,A,24250,11.36,10,2,NO DEFAULT
23,144000,RENT,EDUCATION,A,24250,11.83,10,3,NO DEFAULT
23,287000,RENT,EDUCATION,A,24250,12.53,10,3,NO DEFAULT
22,108000,RENT,HOME IMPROVEMENT,C,24150,14.96,10,3,DEFAULT
22,43000,RENT,DEBT CONSOLIDATION,B,24000,13.85,10,3,DEFAULT
23,47004,RENT,VENTURE,B,24000,11.58,10,4,DEFAULT
24,48000,RENT,VENTURE,C,24000,16.29,10,2,DEFAULT
26,48000,RENT,MEDICAL,B,24000,10.99,10,3,DEFAULT
21,44964,RENT,EDUCATION,C,24000,16.29,10,2,DEFAULT
25,52000,RENT,PERSONAL,A,24000,10.74,10,2,DEFAULT
22,17352,MORTGAGE,EDUCATION,B,2250,15.27,2,3,NO DEFAULT
24,47000,RENT,PERSONAL,E,24000,17.8,10,2,DEFAULT
22,17400,MORTGAGE,VENTURE,A,1000,11.36,2,2,NO DEFAULT
22,49000,RENT,MEDICAL,D,24000,17.56,10,4,DEFAULT
26,60000,RENT,PERSONAL,A,24000,7.9,10,4,DEFAULT
25,60000,RENT,PERSONAL,A,24000,10.99,10,4,DEFAULT
22,60000,RENT,PERSONAL,A,24000,7.29,10,3,DEFAULT
21,60000,RENT,MEDICAL,A,24000,10.75,10,2,DEFAULT
26,62004,RENT,DEBT CONSOLIDATION,A,24000,7.9,10,3,DEFAULT
22,62400,RENT,EDUCATION,C,24000,14.84,10,2,DEFAULT
26,65000,RENT,DEBT CONSOLIDATION,A,24000,10.99,10,2,DEFAULT
22,17760,MORTGAGE,EDUCATION,B,4975,10.99,2,3,DEFAULT
23,59000,RENT,DEBT CONSOLIDATION,D,24000,19.69,10,2,DEFAULT
23,66000,RENT,VENTURE,A,24000,10.99,10,4,DEFAULT
24,60000,RENT,VENTURE,C,24000,14.96,10,4,DEFAULT
25,66143,RENT,EDUCATION,A,24000,6.99,10,3,DEFAULT
22,62250,RENT,PERSONAL,D,24000,16.45,10,4,DEFAULT
24,70000,RENT,EDUCATION,A,24000,10.99,10,4,DEFAULT
23,74000,RENT,DEBT CONSOLIDATION,A,24000,10.99,10,2,DEFAULT
22,18000,OWN,PERSONAL,A,3000,7.9,2,4,DEFAULT
22,75000,RENT,EDUCATION,A,24000,12.69,10,4,DEFAULT
24,75000,RENT,MEDICAL,A,24000,10.37,10,3,DEFAULT
24,75000,RENT,HOME IMPROVEMENT,B,24000,10.99,10,3,DEFAULT
26,69000,RENT,DEBT CONSOLIDATION,E,24000,15.83,10,3,DEFAULT
23,78000,RENT,PERSONAL,B,24000,13.92,10,3,DEFAULT
22,18000,OWN,VENTURE,A,2000,11.49,2,3,NO DEFAULT
24,80000,RENT,MEDICAL,A,24000,10.25,10,2,NO DEFAULT
22,18000,OWN,HOME IMPROVEMENT,A,3500,7.49,2,4,DEFAULT
23,18000,OWN,EDUCATION,A,4000,5.99,3,2,DEFAULT
23,74700,RENT,PERSONAL,C,24000,12.92,10,2,DEFAULT
26,88596,RENT,PERSONAL,A,24000,11.58,10,3,NO DEFAULT
25,95000,RENT,EDUCATION,A,24000,8.9,10,2,NO DEFAULT
22,83000,RENT,DEBT CONSOLIDATION,D,24000,19.69,10,3,DEFAULT
25,95000,RENT,VENTURE,A,24000,6.54,10,4,NO DEFAULT
21,18000,OWN,HOME IMPROVEMENT,C,4900,14.54,1,4,DEFAULT
21,18000,OWN,EDUCATION,A,5000,11.11,1,2,DEFAULT
26,100000,RENT,PERSONAL,B,24000,12.73,10,4,NO DEFAULT
24,110000,RENT,VENTURE,C,24000,15.62,10,4,NO DEFAULT
24,18000,OWN,HOME IMPROVEMENT,A,6250,6.54,4,4,DEFAULT
22,98000,RENT,DEBT CONSOLIDATION,E,24000,10.99,10,2,DEFAULT
26,103872,RENT,DEBT CONSOLIDATION,E,24000,20.03,10,4,DEFAULT
22,120000,RENT,EDUCATION,A,24000,9.91,10,4,NO DEFAULT
24,120000,RENT,VENTURE,A,24000,12.69,10,4,NO DEFAULT
26,108000,RENT,EDUCATION,E,24000,20.16,10,3,DEFAULT
24,124080,RENT,PERSONAL,C,24000,16.49,10,4,NO DEFAULT
23,18000,MORTGAGE,MEDICAL,C,2500,15.95,3,2,DEFAULT
24,130000,RENT,DEBT CONSOLIDATION,A,24000,11.49,10,3,NO DEFAULT
25,135000,RENT,PERSONAL,A,24000,10.99,10,2,NO DEFAULT
24,135000,RENT,HOME IMPROVEMENT,B,24000,13.79,10,2,NO DEFAULT
23,114750,RENT,MEDICAL,E,24000,20.03,10,3,DEFAULT
23,150000,RENT,EDUCATION,A,24000,7.49,10,4,NO DEFAULT
23,138000,RENT,DEBT CONSOLIDATION,C,24000,16,10,2,DEFAULT
24,18000,OWN,PERSONAL,A,13000,7.88,10,3,DEFAULT
21,18000,OWN,VENTURE,A,6250,10.62,1,4,DEFAULT
26,155000,RENT,DEBT CONSOLIDATION,A,24000,10.99,10,4,NO DEFAULT
26,148000,RENT,EDUCATION,E,24000,18.3,10,2,DEFAULT
26,170000,RENT,DEBT CONSOLIDATION,B,24000,10.99,10,2,NO DEFAULT
21,18000,OWN,PERSONAL,A,2500,11.36,1,3,NO DEFAULT
24,43896,RENT,HOME IMPROVEMENT,B,23975,10.99,10,2,DEFAULT
23,120000,RENT,MEDICAL,B,23750,13.47,10,2,NO DEFAULT
24,54996,RENT,PERSONAL,A,23600,11.89,10,3,DEFAULT
24,18000,MORTGAGE,DEBT CONSOLIDATION,A,10000,12.18,4,2,DEFAULT
25,102000,RENT,DEBT CONSOLIDATION,B,23600,13.49,10,4,NO DEFAULT
23,75000,RENT,PERSONAL,D,23575,14.5,10,4,DEFAULT
22,18000,OWN,MEDICAL,B,4000,10.99,2,2,DEFAULT
22,18000,OWN,MEDICAL,C,5400,15.31,2,2,DEFAULT
25,18000,MORTGAGE,MEDICAL,A,4000,10.99,5,3,DEFAULT
21,18000,OWN,VENTURE,A,3375,10.99,1,2,DEFAULT
22,66960,RENT,VENTURE,A,23400,7.49,10,2,DEFAULT
22,43385,RENT,PERSONAL,B,23000,10.99,9,3,DEFAULT
25,56544,RENT,EDUCATION,A,23000,10.99,9,2,DEFAULT
23,60000,RENT,VENTURE,A,23000,12.18,9,4,DEFAULT
24,18000,MORTGAGE,VENTURE,B,1200,11.34,4,4,NO DEFAULT
25,63208,RENT,EDUCATION,A,23000,9.91,9,3,DEFAULT
24,65000,RENT,HOME IMPROVEMENT,A,23000,11.99,9,4,DEFAULT
23,68000,RENT,EDUCATION,A,23000,9.62,9,2,DEFAULT
22,18000,OWN,DEBT CONSOLIDATION,A,3000,9.96,2,3,DEFAULT
25,80000,RENT,VENTURE,B,23000,10.99,9,2,NO DEFAULT
24,88000,RENT,VENTURE,C,23000,14.54,9,2,DEFAULT
22,58600,RENT,MEDICAL,A,22750,11.36,9,4,DEFAULT
23,70000,RENT,DEBT CONSOLIDATION,B,22500,14.27,9,2,DEFAULT
24,18287,OWN,HOME IMPROVEMENT,A,3000,11.99,4,3,DEFAULT
26,69846,RENT,EDUCATION,E,22500,18.99,9,2,DEFAULT
24,73000,RENT,VENTURE,D,22400,16.7,9,4,DEFAULT
24,18500,MORTGAGE,PERSONAL,A,5000,9.32,4,3,DEFAULT
23,35000,RENT,DEBT CONSOLIDATION,B,22250,12.69,9,3,DEFAULT
25,43000,RENT,HOME IMPROVEMENT,B,22000,13.11,9,2,DEFAULT
25,52000,RENT,PERSONAL,A,22000,10.74,9,2,DEFAULT
21,18701,MORTGAGE,PERSONAL,C,4200,14.11,1,4,DEFAULT
22,57000,RENT,EDUCATION,A,22000,9.63,9,3,DEFAULT
25,58000,RENT,MEDICAL,B,22000,14.65,9,2,DEFAULT
23,60000,RENT,DEBT CONSOLIDATION,A,22000,10.25,9,4,DEFAULT
24,60000,RENT,VENTURE,B,22000,14.26,9,2,DEFAULT
25,18840,MORTGAGE,EDUCATION,A,3000,9.91,5,2,DEFAULT
26,56000,RENT,MEDICAL,D,22000,17.19,9,3,DEFAULT
22,70000,RENT,EDUCATION,A,22000,11.36,9,4,DEFAULT
22,66000,RENT,EDUCATION,E,22000,10.99,9,2,DEFAULT
23,74064,RENT,DEBT CONSOLIDATION,A,22000,10.59,9,3,NO DEFAULT
24,76597,RENT,EDUCATION,A,22000,9.25,9,2,NO DEFAULT
22,19000,OWN,MEDICAL,A,3625,8.49,2,3,DEFAULT
26,77000,RENT,VENTURE,A,22000,6.54,9,3,NO DEFAULT
21,19000,OWN,MEDICAL,A,6000,8.49,1,3,DEFAULT
24,80000,RENT,MEDICAL,A,22000,10.99,9,4,NO DEFAULT
26,82600,RENT,VENTURE,A,22000,12.69,9,2,NO DEFAULT
24,19000,OWN,MEDICAL,B,7400,13.85,4,2,DEFAULT
25,19000,OWN,DEBT CONSOLIDATION,A,4000,7.4,5,3,DEFAULT
23,84000,RENT,DEBT CONSOLIDATION,A,22000,11.71,9,4,NO DEFAULT
25,77650,RENT,PERSONAL,A,22000,11.48,9,3,DEFAULT
25,82000,RENT,EDUCATION,D,22000,17.51,9,2,DEFAULT
21,19012,MORTGAGE,DEBT CONSOLIDATION,C,3500,14.61,1,3,DEFAULT
23,99996,RENT,DEBT CONSOLIDATION,A,22000,7.88,9,4,NO DEFAULT
23,110000,RENT,PERSONAL,A,22000,10.99,9,3,NO DEFAULT
22,19200,MORTGAGE,PERSONAL,A,4950,11.71,2,2,DEFAULT
25,57000,RENT,PERSONAL,A,21700,11.99,9,2,DEFAULT
24,54000,RENT,VENTURE,B,21600,13.49,9,2,DEFAULT
23,56000,RENT,MEDICAL,E,21600,21.21,9,4,DEFAULT
26,63000,RENT,DEBT CONSOLIDATION,B,21600,14.35,9,3,DEFAULT
22,82000,RENT,PERSONAL,B,21600,13.61,9,3,NO DEFAULT
22,78000,RENT,DEBT CONSOLIDATION,A,21600,11.26,9,3,DEFAULT
22,19200,OWN,VENTURE,A,2400,10.59,2,3,NO DEFAULT
24,112140,RENT,MEDICAL,A,21600,7.9,9,2,NO DEFAULT
24,19200,MORTGAGE,HOME IMPROVEMENT,A,7000,5.99,4,4,DEFAULT
25,19200,OWN,EDUCATION,A,3000,11.99,5,4,DEFAULT
24,59000,RENT,MEDICAL,C,21500,16.89,9,3,DEFAULT
24,70000,RENT,HOME IMPROVEMENT,A,21500,9.99,9,3,DEFAULT
24,116000,RENT,EDUCATION,C,21500,15.33,9,3,NO DEFAULT
25,60000,RENT,EDUCATION,A,21450,7.29,9,4,DEFAULT
22,31000,RENT,DEBT CONSOLIDATION,B,21250,12.42,9,3,DEFAULT
25,47052,RENT,VENTURE,B,21250,10.99,9,2,DEFAULT
25,51060,RENT,VENTURE,A,21250,6.91,9,2,DEFAULT
22,19200,MORTGAGE,DEBT CONSOLIDATION,B,5000,14.17,2,2,DEFAULT
22,53000,RENT,MEDICAL,A,21250,10.25,9,3,DEFAULT
26,19200,OWN,EDUCATION,A,9250,10.99,6,2,DEFAULT
24,56000,RENT,VENTURE,C,21250,15.95,9,3,DEFAULT
24,65000,RENT,EDUCATION,C,21250,15.95,9,4,DEFAULT
21,35000,RENT,VENTURE,B,21000,12.53,9,4,DEFAULT
22,19200,MORTGAGE,HOME IMPROVEMENT,C,1400,14.91,2,4,DEFAULT
23,19200,MORTGAGE,MEDICAL,A,3000,10.99,3,4,DEFAULT
26,40000,RENT,MEDICAL,B,21000,6.54,9,4,DEFAULT
25,19200,OWN,VENTURE,A,1000,10.99,5,3,NO DEFAULT
26,42000,RENT,MEDICAL,E,21000,17.26,9,4,DEFAULT
23,63000,RENT,MEDICAL,A,21000,11.36,9,2,DEFAULT
26,19200,MORTGAGE,VENTURE,A,4000,7.51,6,4,DEFAULT
22,59000,RENT,PERSONAL,A,21000,10.71,9,3,DEFAULT
22,70500,RENT,PERSONAL,B,21000,13.98,9,4,NO DEFAULT
26,65219,RENT,DEBT CONSOLIDATION,C,21000,14.09,9,3,DEFAULT
22,75000,RENT,EDUCATION,A,21000,10,9,3,NO DEFAULT
22,19200,MORTGAGE,MEDICAL,C,5000,15.33,2,3,DEFAULT
25,62047,RENT,MEDICAL,D,21000,16.32,9,4,DEFAULT
24,79000,RENT,HOME IMPROVEMENT,A,21000,7.9,9,2,NO DEFAULT
23,80000,RENT,MEDICAL,A,21000,11.99,9,3,NO DEFAULT
24,84000,RENT,MEDICAL,A,21000,10.75,9,4,NO DEFAULT
26,85000,RENT,HOME IMPROVEMENT,B,21000,13.92,9,3,NO DEFAULT
22,93000,RENT,EDUCATION,A,21000,9.91,9,3,NO DEFAULT
26,81000,RENT,EDUCATION,D,21000,16.95,9,3,DEFAULT
26,97000,RENT,EDUCATION,A,21000,7.9,9,3,NO DEFAULT
26,97000,RENT,EDUCATION,B,21000,10.99,9,3,NO DEFAULT
25,100000,RENT,PERSONAL,C,21000,16.49,9,3,DEFAULT
26,19200,OTHER,PERSONAL,B,7500,11.97,6,2,DEFAULT
21,19253,MORTGAGE,DEBT CONSOLIDATION,A,6250,6.17,1,3,DEFAULT
26,125000,RENT,HOME IMPROVEMENT,A,21000,8.9,9,2,NO DEFAULT
25,125000,RENT,EDUCATION,B,21000,12.99,9,3,NO DEFAULT
23,82000,RENT,PERSONAL,A,20900,12.69,9,2,NO DEFAULT
21,19500,MORTGAGE,EDUCATION,A,15000,9.64,9,2,DEFAULT
26,50000,RENT,VENTURE,A,20500,7.49,9,3,DEFAULT
23,70000,RENT,EDUCATION,B,20500,13.16,9,3,NO DEFAULT
22,19800,OWN,EDUCATION,A,2100,8.38,2,4,NO DEFAULT
23,54000,RENT,PERSONAL,A,20375,7.49,9,2,DEFAULT
26,26000,RENT,EDUCATION,B,20050,9.76,9,2,DEFAULT
24,33000,RENT,DEBT CONSOLIDATION,B,20000,10.99,9,3,DEFAULT
23,20000,OWN,PERSONAL,A,5000,11.71,3,4,NO DEFAULT
22,20000,OWN,PERSONAL,A,9250,10.65,2,4,NO DEFAULT
24,35364,RENT,MEDICAL,B,20000,12.53,9,4,DEFAULT
25,38000,RENT,MEDICAL,C,20000,14.59,9,4,DEFAULT
23,32000,RENT,DEBT CONSOLIDATION,C,20000,12.61,9,4,DEFAULT
25,38004,RENT,MEDICAL,B,20000,13.11,9,2,DEFAULT
23,20000,MORTGAGE,MEDICAL,A,6400,10.65,3,4,NO DEFAULT
25,38556,RENT,PERSONAL,B,20000,11.22,9,4,DEFAULT
23,32900,RENT,EDUCATION,C,20000,16,9,2,DEFAULT
25,34000,RENT,HOME IMPROVEMENT,B,20000,8.88,9,4,DEFAULT
24,40000,RENT,PERSONAL,B,20000,12.53,9,3,DEFAULT
21,36000,RENT,MEDICAL,C,20000,10.99,9,2,DEFAULT
26,20000,MORTGAGE,MEDICAL,A,4800,5.99,6,3,NO DEFAULT
25,42000,RENT,EDUCATION,B,20000,13.47,9,4,DEFAULT
22,42224,RENT,VENTURE,B,20000,6.99,9,4,DEFAULT
25,20000,OWN,PERSONAL,C,5650,15.99,5,2,NO DEFAULT
23,20000,MORTGAGE,EDUCATION,B,3625,10.99,3,3,NO DEFAULT
22,37212,RENT,DEBT CONSOLIDATION,D,20000,16.69,9,3,DEFAULT
25,38000,RENT,MEDICAL,B,20000,11.11,9,4,DEFAULT
22,45000,RENT,EDUCATION,B,20000,7.9,9,4,DEFAULT
23,45000,RENT,PERSONAL,B,20000,10.25,9,2,DEFAULT
24,45000,RENT,MEDICAL,D,20000,10.99,9,2,DEFAULT
23,20000,OWN,MEDICAL,A,1200,7.49,3,3,NO DEFAULT
22,45000,RENT,DEBT CONSOLIDATION,B,20000,13.92,9,3,DEFAULT
24,39000,RENT,MEDICAL,C,20000,14.74,9,2,DEFAULT
24,46500,RENT,EDUCATION,B,20000,10.62,9,2,DEFAULT
22,48000,RENT,VENTURE,B,20000,10.65,9,3,DEFAULT
22,42000,RENT,PERSONAL,C,20000,12.99,9,3,DEFAULT
22,48500,RENT,VENTURE,B,20000,11.36,9,4,DEFAULT
22,20000,OWN,EDUCATION,A,7500,5.79,2,4,NO DEFAULT
23,49400,RENT,EDUCATION,B,20000,6.54,9,4,DEFAULT
25,20000,MORTGAGE,VENTURE,A,4000,5.79,5,2,NO DEFAULT
25,50000,RENT,DEBT CONSOLIDATION,A,20000,7.49,9,3,DEFAULT
25,50000,RENT,EDUCATION,B,20000,13.43,9,2,DEFAULT
22,50000,RENT,DEBT CONSOLIDATION,B,20000,13.22,9,2,DEFAULT
22,20000,OWN,VENTURE,B,5000,14.72,2,3,NO DEFAULT
22,44000,RENT,EDUCATION,D,20000,15.68,9,4,DEFAULT
24,50866,RENT,MEDICAL,A,20000,10.99,9,3,DEFAULT
25,50950,RENT,HOME IMPROVEMENT,A,20000,11.48,9,3,DEFAULT
24,51000,RENT,VENTURE,A,20000,10.38,9,3,DEFAULT
22,51000,RENT,EDUCATION,A,20000,12.53,9,3,DEFAULT
22,51000,RENT,EDUCATION,B,20000,13.47,9,2,DEFAULT
24,51500,RENT,VENTURE,A,20000,12.21,9,4,DEFAULT
25,51996,RENT,VENTURE,A,20000,10.99,9,3,DEFAULT
25,52000,RENT,EDUCATION,A,20000,11.36,9,4,DEFAULT
22,46000,RENT,DEBT CONSOLIDATION,C,20000,16,9,4,DEFAULT
26,20000,MORTGAGE,PERSONAL,A,1500,7.74,6,3,NO DEFAULT
24,52000,RENT,EDUCATION,C,20000,15.65,9,2,DEFAULT
25,46000,RENT,DEBT CONSOLIDATION,B,20000,11.78,9,2,DEFAULT
24,52559,RENT,HOME IMPROVEMENT,A,20000,10.99,9,3,DEFAULT
22,47000,RENT,MEDICAL,C,20000,16.77,9,3,DEFAULT
22,54000,RENT,EDUCATION,A,20000,9.91,9,4,DEFAULT
23,48000,RENT,MEDICAL,C,20000,15.65,9,4,DEFAULT
23,48000,RENT,MEDICAL,C,20000,14.96,9,3,DEFAULT
23,54000,RENT,VENTURE,A,20000,11.83,9,4,DEFAULT
24,48912,RENT,MEDICAL,B,20000,11.66,9,4,DEFAULT
26,54996,RENT,EDUCATION,A,20000,12.18,9,4,DEFAULT
24,55000,RENT,HOME IMPROVEMENT,A,20000,6.91,9,2,DEFAULT
25,55000,RENT,DEBT CONSOLIDATION,A,20000,6.91,9,3,DEFAULT
26,49000,RENT,HOME IMPROVEMENT,E,20000,19.79,9,3,DEFAULT
25,55000,RENT,VENTURE,A,20000,9.88,9,4,DEFAULT
22,20000,MORTGAGE,PERSONAL,A,16600,9.76,9,3,NO DEFAULT
23,55000,RENT,DEBT CONSOLIDATION,A,20000,12.53,9,2,DEFAULT
25,55200,RENT,VENTURE,A,20000,10.99,9,4,DEFAULT
23,20004,MORTGAGE,PERSONAL,A,7125,6.99,3,2,NO DEFAULT
23,57000,RENT,EDUCATION,C,20000,16.89,9,2,DEFAULT
22,51012,RENT,PERSONAL,C,20000,17.49,9,4,DEFAULT
23,20004,MORTGAGE,EDUCATION,D,2500,16.82,3,2,NO DEFAULT
26,20004,MORTGAGE,HOME IMPROVEMENT,A,3600,10.99,6,2,NO DEFAULT
22,58000,RENT,DEBT CONSOLIDATION,B,20000,13.11,9,2,DEFAULT
23,58800,RENT,DEBT CONSOLIDATION,A,20000,7.66,9,3,DEFAULT
26,59000,RENT,MEDICAL,A,20000,6.17,9,3,DEFAULT
26,53000,RENT,PERSONAL,D,20000,16.35,9,4,DEFAULT
23,60000,RENT,MEDICAL,A,20000,7.9,9,2,DEFAULT
24,54000,RENT,VENTURE,C,20000,16.49,9,2,DEFAULT
21,20245,OWN,VENTURE,A,3550,10.99,1,4,NO DEFAULT
26,20280,MORTGAGE,HOME IMPROVEMENT,A,7000,8,6,2,NO DEFAULT
24,60000,RENT,PERSONAL,A,20000,10.99,9,2,DEFAULT
24,20352,OWN,VENTURE,A,7750,6.91,4,3,NO DEFAULT
25,54000,RENT,PERSONAL,A,20000,8.88,9,3,DEFAULT
24,60000,RENT,VENTURE,A,20000,10.99,9,4,DEFAULT
23,54000,RENT,DEBT CONSOLIDATION,C,20000,14.84,9,3,DEFAULT
23,54000,RENT,PERSONAL,A,20000,11.12,9,2,DEFAULT
22,60000,RENT,EDUCATION,A,20000,7.88,9,3,DEFAULT
25,60000,RENT,EDUCATION,A,20000,10.99,9,2,DEFAULT
22,20400,MORTGAGE,EDUCATION,C,6000,15.99,2,4,NO DEFAULT
24,20400,MORTGAGE,DEBT CONSOLIDATION,A,5500,10.99,4,4,NO DEFAULT
25,60000,RENT,EDUCATION,A,20000,10.99,9,3,DEFAULT
25,54000,RENT,PERSONAL,C,20000,15.65,9,3,DEFAULT
24,54000,RENT,PERSONAL,D,20000,17.04,9,3,DEFAULT
23,60000,RENT,EDUCATION,A,20000,12.21,9,2,DEFAULT
21,20400,OWN,EDUCATION,B,1275,15.23,1,3,NO DEFAULT
25,54000,RENT,DEBT CONSOLIDATION,C,20000,14.11,9,4,DEFAULT
24,60000,RENT,PERSONAL,A,20000,11.14,9,2,DEFAULT
21,20400,OWN,MEDICAL,A,2400,11.49,1,4,NO DEFAULT
24,60000,RENT,PERSONAL,C,20000,13.87,9,4,DEFAULT
26,60000,RENT,HOME IMPROVEMENT,A,20000,10.08,9,4,DEFAULT
23,54504,RENT,PERSONAL,D,20000,16.7,9,4,DEFAULT
24,55000,RENT,VENTURE,D,20000,18.64,9,2,DEFAULT
24,61000,RENT,HOME IMPROVEMENT,A,20000,12.18,9,4,DEFAULT
22,20400,OWN,DEBT CONSOLIDATION,C,3800,10.99,2,3,NO DEFAULT
25,62000,RENT,MEDICAL,A,20000,6.54,9,3,DEFAULT
24,56000,RENT,EDUCATION,C,20000,14.61,9,4,DEFAULT
21,56000,RENT,VENTURE,D,20000,17.39,9,3,DEFAULT
24,62400,RENT,HOME IMPROVEMENT,A,20000,11.12,9,2,DEFAULT
25,62400,RENT,VENTURE,A,20000,11.48,9,2,DEFAULT
25,63000,RENT,MEDICAL,A,20000,12.42,9,3,DEFAULT
26,58000,RENT,DEBT CONSOLIDATION,A,20000,10.25,9,2,DEFAULT
23,65000,RENT,MEDICAL,A,20000,10.65,9,3,DEFAULT
24,20800,OWN,PERSONAL,C,5000,16.29,4,3,NO DEFAULT
23,65000,RENT,MEDICAL,A,20000,10.37,9,2,DEFAULT
23,65000,RENT,VENTURE,A,20000,11.49,9,3,DEFAULT
24,20856,OWN,VENTURE,A,10000,10.59,4,4,NO DEFAULT
25,20868,OWN,VENTURE,B,5375,13.49,5,2,NO DEFAULT
26,59000,RENT,PERSONAL,B,20000,10.99,9,4,DEFAULT
23,59000,RENT,EDUCATION,B,20000,12.29,9,4,DEFAULT
21,21000,MORTGAGE,DEBT CONSOLIDATION,C,3500,17.27,1,2,DEFAULT
26,65004,RENT,DEBT CONSOLIDATION,A,20000,11.99,9,2,DEFAULT
25,59004,RENT,PERSONAL,C,20000,14.84,9,2,DEFAULT
23,59004,RENT,DEBT CONSOLIDATION,A,20000,10.83,9,2,DEFAULT
23,65500,RENT,DEBT CONSOLIDATION,B,20000,13.22,9,2,DEFAULT
22,66996,RENT,EDUCATION,A,20000,12.18,9,2,NO DEFAULT
23,67000,RENT,MEDICAL,A,20000,11.11,9,2,NO DEFAULT
24,67000,RENT,HOME IMPROVEMENT,B,20000,13.48,9,2,NO DEFAULT
26,68000,RENT,EDUCATION,A,20000,10.75,9,4,NO DEFAULT
25,68000,RENT,PERSONAL,B,20000,12.53,9,4,NO DEFAULT
24,62400,RENT,DEBT CONSOLIDATION,C,20000,14.84,9,4,DEFAULT
23,69500,RENT,VENTURE,D,20000,17.74,9,2,NO DEFAULT
25,70000,RENT,HOME IMPROVEMENT,A,20000,9.99,9,2,NO DEFAULT
22,70000,RENT,PERSONAL,A,20000,6.91,9,4,NO DEFAULT
25,64000,RENT,HOME IMPROVEMENT,D,20000,10.99,9,4,DEFAULT
25,71004,RENT,PERSONAL,C,20000,14.09,9,2,NO DEFAULT
22,21000,MORTGAGE,DEBT CONSOLIDATION,A,3000,11.49,2,3,NO DEFAULT
